CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
commhigh_gp;Communist Bloc - High Militarisation and Low Cconomic focus;;;;;;;;x
commmedium_gp;Communist Bloc - Medium Militarisation and Medium Economic focus;;;;;;;;x
commlow_gp;Communist Bloc - Low Militarisation and High Economic focus;;;;;;;;x
commhigh;Communist Bloc - High Militarisation and Low Cconomic focus;;;;;;;;x
commmedium;Communist Bloc - Medium Militarisation and Medium Economic focus;;;;;;;;x
commlow;Communist Bloc - Low Militarisation and High Economic focus;;;;;;;;x
commhigh_title;High militarisation and low economic focus for the Communist Bloc;;;;;;;;x
commmedium_title;Medium militarisation and medium economic focus for the Communist Bloc;;;;;;;;x
commlow_title;Low militarisation and high economic focus for the Communist Bloc;;;;;;;;x
commhigh_desc;High militarisation and low economic focus for the Communist Bloc;;;;;;;;x
commmedium_desc;Medium militarisation and medium economic focus for the Communist Bloc;;;;;;;;x
commlow_desc;Low militarisation and High economic focus for the Communist Bloc;;;;;;;;x
changecommbloc_desc;Eastern Bloc was the name used by NATO-affiliated countries for the former communist states of Central and Eastern Europe, generally the Soviet Union and the countries of the Warsaw Pact. The terms Communist Bloc and Soviet Bloc were also used to denote groupings of states aligned with the Soviet Union, although these terms might include states outside Central and Eastern Europe.;;;;;;;;x
changecommbloc_title;Change focus for the Communist Bloc;;;;;;;;x
EVT_8023300_NAME;The $PARTY$ Conference of $YEAR$ ;;;;;;;;x;;;;;;;;;;;;;
EVT_8023300_DESC;While all members of the $COUNTRY_ADJ$ leadership are loyal, some are beginning to stray from traditional communism. For a while, we have purged these revisionist elements, but these new ideas are subtle, and some secretly envy the success of the West. It is time to stop ignoring these ideas and have an earnest discussion about the path $COUNTRY$ is to take to achieve socialism. Broadly, there are three ideas about this: to continue as we have been, to adopt some free market reforms, or to adopt limited democratic elements. We have gathered our people, but be warned: "The democracy of capitalist society is democracy for the rich.";;;;;;;;x;;;;;;;;;;;;;
EVT_8023300_A;This is a time of change;;;;;;;;x;;;;;;;;;;;;;
EVT_8023301_NAME;Cleanup;;;;;;;;x;;;;;;;;;;;;;
EVT_8023301_DESC;There are certain elements among the people who are the sworn enemy of any Marxist state. They are worse than capitalist sympathizers, worse than ethnic nationalists: they are the revisionists, who seek to destroy everything we have so carefully built in for the sake of pushing their own interpretation of socialism. Naturally, this is forbidden in $COUNTRY$. At this crucial point, perhaps it is time to pay them a visit and remind them what being a $COUNTRY_ADJ$ citizen really means?;;;;;;;;x;;;;;;;;;;;;;
EVT_8023301_A;Pay them a visit;;;;;;;;x;;;;;;;;;;;;;
EVT_8023301_B;We cannot turn against our own people!;;;;;;;;x;;;;;;;;;;;;;
EVT_8023302_NAME;Monument Protests;;;;;;;;x;;;;;;;;;;;;;
EVT_8023302_DESC;The figure stood, alone in front of a column of tanks. He had had enough: the nighttime raids, the disappearances, the control of thought and discourse. Undoubtedly necessary measures of state security. Recently, it is true, there had been some...extra measures taken against a new wave of agitators throughout $COUNTRY$. A swift response, more than they deserved. And yet, if this man feels strongly enough in his convictions to stop the tanks, and if so many have gathered in peaceful protest...\n\nThere is no time for idle thought. The police stand ready to put this man away forever. Just give the word.;;;;;;;;x;;;;;;;;;;;;;
EVT_8023302_A;Crack down;;;;;;;;x;;;;;;;;;;;;;
EVT_8023303_NAME;Proposals from Private Investors;;;;;;;;x;;;;;;;;;;;;;
EVT_8023303_DESC;A message we have received recently has completely divided our leadership along ideological lines: a Western corporation wishes to invest in our infrastructure. While we can, of course, direct the investment, it comes with terms one could almost describe as capitalist. Undoubtedly we must build socialism, but how much capitalism can we tolerate if it helps achieve achieve our final result?;;;;;;;;x;;;;;;;;;;;;;
EVT_8023303_A;We will permit some investment under our direction;;;;;;;;x;;;;;;;;;;;;;
EVT_8023303_B;Absolutely not!;;;;;;;;x;;;;;;;;;;;;;
EVT_8023304_NAME;A McCapitalist;;;;;;;;x;;;;;;;;;;;;;
EVT_8023304_DESC;We have received a bizarre request: a multinational fast-food chain has applied to open a branch in $CAPITAL$. Some regard this as the beginning of the end, as multinational corporations are the clearly a new bourgeois imperialism. There is no suitable counter-argument for a true Marxist. Really, it is a laughable proposal.\nA bureaucrat enters the chamber to report that the bread line in $CAPITAL$ has reached record lengths, and has had to lower rations. What's worse, without food, some people are getting strange ideas about our benevolent rule.\nOnce he leaves, the chamber goes quiet. Some officials grimace, others look toward the paintings of our founders on the wall. A moment passes - what were we discussing?;;;;;;;;x;;;;;;;;;;;;;
EVT_8023304_A;Za Gorbacheva!;;;;;;;;x;;;;;;;;;;;;;
EVT_8023304_B;Western spies!;;;;;;;;x;;;;;;;;;;;;;
EVT_8023305_NAME;Luxury Goods Policy;;;;;;;;x;;;;;;;;;;;;;
EVT_8023305_DESC;Recently, some people have begun to openly petition the government for a loosening of restrictions on luxury goods in $COUNTRY$. Whether people just want to eat in restaurants, try out electronics, or simply wear a white suit, they are stirring up trouble and questioning longstanding $COUNTRY_ADJ$ policy.;;;;;;;;x;;;;;;;;;;;;;
EVT_8023305_A;We must change course so we do not sink.;;;;;;;;x;;;;;;;;;;;;;
EVT_8023305_B;Bourgeois distractions!;;;;;;;;x;;;;;;;;;;;;;
EVT_8023306_NAME;Party Member Requests Religious Funeral;;;;;;;;x;;;;;;;;;;;;;
EVT_8023306_DESC;A Party member of some importance has died recently. His family was closely tied to the Revolution, and we were planning the standard mourning events in his home town, but it seems he has put something unusual in his will. We almost missed it among the usual devotions to the party, but it is there: he has clearly requested a funeral in the traditions of his ancestral religion. While the people, and even low-level party members, do this frequently, a practice to which we have turned a blind eye, the funeral of a man such as this, who has monuments in his family's honor, will make waves among the people.;;;;;;;;x;;;;;;;;;;;;;
EVT_8023306_A;What's the harm? Anything for a hero of the Revolution.;;;;;;;;x;;;;;;;;;;;;;
EVT_8023306_B;Senile fool! Religion is the opiate of the masses. No funeral.;;;;;;;;x;;;;;;;;;;;;;
EVT_8023320_NAME;Actually Existing Socialism - Communism;;;;;;;;x;;;;;;;;;;;;;
EVT_8023320_DESC;Party leaders and representatives of the people have decided the best way to build socialism is to reject all capitalist and bourgeois influences. Talk of market reform or democracy is nothing but revisionism. The system laid out by Marx and Engels is eternal, and we will stick with it until the day when true socialism is finally built and all men are equal.\n\nOur leaders estimate 20 years.;;;;;;;;x;;;;;;;;;;;;;
EVT_8023320_A;The People's Republic has spoken;;;;;;;;x;;;;;;;;;;;;;
EVT_8023321_DESC;The benefits that capitalist influences have brought our country are indisputable. If we are to serve the interests of our people and grow our economy, it is impossible to remain perfectly committed to the idea of communism. There are still some who are unwilling to accept the change, and doing so as state policy may cause a schism in leadership. While some may call this revisionism, we call it adaptation. We will not forget our past.\n\n§RWarning: This is a split from the communism of Lenin and Mao! If you are in any way beholden to greater communist powers who want to keep the status quo, continuing on this path could be very dangerous. It will also lock you out of any membership in or benefits from the International - unless a new one is established, of course.§W;;;;;;;;x;;;;;;;;;;;;;
EVT_8023321_A;We will weed out the revisionists!;;;;;;;;x;;;;;;;;;;;;;
EVT_8023322_NAME;Socialism from Below - Democratic Socialism;;;;;;;;x;;;;;;;;;;;;;
EVT_8023322_DESC;Economic reform is not enough. The strength of the West is not in their market economics, but their adaptability. While we remain committed to an equal society for all, perhaps communism is not the way to go about it.\n\n§RWarning: This is a split from the communism of Lenin and Mao! If you are in any way beholden to greater communist powers who want to keep the status quo, continuing on this path could be very dangerous. It will also lock you out of any membership in or benefits from the International - unless a new one is established, of course.§W;;;;;;;;x;;;;;;;;;;;;;
EVT_8023322_C;No, the people have spoken!;;;;;;;;x;;;;;;;;;;;;;
EVT_8023330_NAME;The $YEAR$ $COUNTRY_ADJ$ Revolution;;;;;;;;x;;;;;;;;;;;;;
EVT_8023330_DESC;Greater communist powers have interpreted our new policies as a collapse of the government, and we are being pressured to end the "rebellion." We will never do this, as we are a free nation, but we fear war is inevitable. Shall we be the ones to declare it?;;;;;;;;x;;;;;;;;;;;;;
EVT_8023331_DESC;The communist party in $FROMCOUNTRY$ has been compromised. It has fallen to revisionist elements, and even declared independence from bloc politics and severed all ties to our party.;;;;;;;;x;;;;;;;;;;;;;
EVT_8023332_DESC;A situation we have been monitoring closely may be about to erupt: $FROMCOUNTRY$, once nominally communist, has officially decided to split from the eastern bloc and adopt capitalist reforms. We have noticed some suspicious troop movements which may suggest a war, or an imminent one, to restore communist rule.;;;;;;;;x;;;;;;;;;;;;;
EVT_8501113_A;Intervene;;;;;;;;x;;;;;;;;;;;;;
EVT_8023332_B;Secretly support them;;;;;;;;x;;;;;;;;;;;;;
EVT_8023333_NAME;Support from the democratic bloc!;;;;;;;;x;;;;;;;;;;;;;
EVT_8023333_DESC;$FROMCOUNTRY$, the leader of the free world, has seen the justice in our cause. Though they may not agree with our drive for socialism, they can clearly see the injustice in the use of might to prevent us from taking our country in the direction we have chosen, though we hope for peace. On an unrelated note, we have received a discreet and unofficial gift of surplus military equipment "for economic purposes.";;;;;;;;x;;;;;;;;;;;;;
EVT_8023333_A;We know who our true friends are.;;;;;;;;x;;;;;;;;;;;;;
EVT_8023334_NAME;The $FROMCOUNTRY$ Affair;;;;;;;;x;;;;;;;;;;;;;
EVT_8023334_DESC;It seems that, in attempting to keep our support for the $FROMCOUNTRY_ADJ$ anti-communists a secret, we have diverted funds in a way that is slightly...illegal. Even worse, the faction we supported is committing minor breaches of international law. Although we have blamed this on the military, some of our people, especially pacifists and isolationists, are accusing the leadership of wrongdoing, and even calling for the administration to step down.;;;;;;;;x;;;;;;;;;;;;;
EVT_8023334_A;It's nothing;;;;;;;;x;;;;;;;;;;;;;
EVT_8023340_NAME;$FROMCOUNTRY$ declares neutrality;;;;;;;;x;;;;;;;;;;;;;
EVT_8023340_DESC;Following a change in party leadership, $FROMCOUNTRY$ no longer wishes to align with our form of communism, and has blamed $COUNTRY_ADJ$ influence on the ills in society. This is a clear insult, especially after everything we have done for them, but what can we do?;;;;;;;;x;;;;;;;;;;;;;
EVT_8023340_B;They will regret this;;;;;;;;x;;;;;;;;;;;;;
EVT_8023341_NAME;$FROMCOUNTRY_ADJ$ Relations;;;;;;;;x;;;;;;;;;;;;;
EVT_8023341_DESC;$FROMCOUNTRY$, with whose communism we were, until recently, aligned, has begrudingly accepted our choice for a different direction in building socialism in our country. One question remains: what kind of diplomatic relations should we keep with the eastern bloc?;;;;;;;;x;;;;;;;;;;;;;
EVT_8023341_A;None at all;;;;;;;;x;;;;;;;;;;;;;
EVT_8023341_B;They made us who we are;;;;;;;;x;;;;;;;;;;;;;
