CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
EVT_8007697_DESC;The First Intifada was a Palestinian uprising against the Israeli occupation of the Palestinian Territories, which lasted from December 1987 until the Madrid Conference in 1991. It began on December 9, in the Jabalia refugee camp after deaths of Palestinian and Israeli citizens. Tensions reached a boiling point when an Israeli Army truck struck a car killing four Palestinians. Rumors that the crash was a purposefully committed act quickly spread throughout Arab lands. In response to general strikes, boycotts, civil disobedience, and widespread throwing of stones and Molotov cocktails, Israel deployed 80,000 soldiers to put down the uprising, and adopted a policy of 'breaking Palestinians' bones' and using live ammunition against civilians. Israeli Defense Forces killed an estimated 1,087 Palestinians while Palestinians killed 100 Israeli civilians and 60 Israeli security forces personnel and injured more than 1,400 Israeli civilians and 1,700 soldiers. Palestinians also killed an estimated 822 other Palestinians as alleged collaborators, although fewer than half had any proven contact with the Israeli authorities.;;;;;;;;;;X
EVT_8007697_A;Squash any opposition;;;;;;;;;;X
EVT_8007697_B;Accept inevitability of Palestinian state;;;;;;;;;;X
EVT_8007698_NAME;The Second Intifada;;;;;;;;;;;;;x
EVT_8007698_DESC;The Second Intifada was a Palestinian uprising against Israeli occupation. How shall we handle the Palestinians? For their part, the Palestine Liberation Organization formally recognized Israel and committed to adopting responsibility for internal security in any areas evacuated.;;;;;;;;;;;;;x
EVT_8007698_A;Put down the uprising, but withdraw from Gaza;;;;;;;;;;;;;x
EVT_8007698_B;There shall be no Palestine!;;;;;;;;;;;;;x
EVT_8007698_C;Grant autonomy;;;;;;;;;;;;;x
EVT_8008752_NAME;The Coastal Road Massacre;;;;;;;;;;x
EVT_8008752_DESC;One of the factions of the Lebanese Civil War, operating out of the south and representing Palestinian refugees, has committed a devastating terrorist attack on our soil. Our people, especially those near the border, demand justice, and the Christian ruling faction of Lebanon would not object if we were to occupy land belonging to Sunni rebels - provided we return it, of course. Furthermore, we fear that more attacks may begin if we do not act soon.;;;;;;;;;;x
EVT_8008752_A;Stop the attacks and occupy the land for the Lebanese Christians;;;;;;;;;;x
EVT_8008752_B;It is not our place;;;;;;;;;;x
EVT_8008753_NAME;Operation Litani;;;;;;;;;;x
EVT_8008753_DESC;The rebels in the south, most of whom are Palestinian refugees, have crossed the Sidon border and attacked Israel, who is now occupying land up to the Litani River. Fortunately for us, they plan to use the land to support our faction of the civil war. Unfortunately for us, they have not revealed their plans to return the land.;;;;;;;;;;x
EVT_8008753_A;This is a disaster!;;;;;;;;;;x
EVT_8008754_NAME;May 17 Agreement;;;;;;;;;;x
EVT_8008754_DESC;With the civil war over, Israel, assisted by the UN, has proposed a treaty. If we agree to end our state of war with Israel, one that has lasted since the Arab-Israeli war, they will withdraw from South Lebabon. This will pave the way for further diplomacy.;;;;;;;;;;x
EVT_8008754_A;Sign the treaty;;;;;;;;;;x
EVT_8008754_B;That land is more trouble than it's worth;;;;;;;;;;x
EVT_8008755_NAME;$FROMCOUNTRY$ agrees to a treaty;;;;;;;;;;x
EVT_8008755_DESC;For the first time since the Arab-Israeli war, $FROMCOUNTRY$ has agreed to make a formal peace with us. If we withdraw our troops from South Lebanon, they will agree to police the Palestinians in the area. If this treaty is successful, we can begin diplomacy with $FROMCOUNTRY$, starting with formalizing our borders.;;;;;;;;;;x
EVT_8008755_B;We must continue occupation to ensure security;;;;;;;;;;x
EVT_19471947_NAME;An end to the diaspora;;;;;;;;;;x
EVT_19471947_DESC;The history of the chosen people is the longest of any - but it is a sad history. It is one of slavery. It is one of oppression. It is one of ghettos, genocide, pogroms, inquisitions, broken glass, forced conversions, and intolerance. It is one of diaspora.\nSeared into the Jewish national consciousness is the Shoah, in which two-thirds of European Jews were systematically exterminated. This, and the whole history of the diaspora, is a natural consequence of living among gentiles.\nWe shall live at last as free men on our own soil, and die peacefully in our own homes. The world will be freed by our liberty, enriched by our wealth, magnified by our greatness. And whatever we attempt there to accomplish for our own welfare, will react powerfully and beneficially for the good of humanity.;;;;;;;;;;x
EVT_19471947_A;We will fight for our homeland.;;;;;;;;;;x
